"Customer.ID","Recency","Frequency","Monetary","R_Score","F_Score","M_Score","RFM_Score"
13787,76,6,1222.5,3,3,3,333
13788,506,1,3.75,1,1,1,111
13789,389,1,239.46,1,1,1,111
13790,5,1,348.8,4,1,2,412
13791,128,2,1516,2,2,3,223
13792,67,3,383.95,3,2,2,322
13793,647,1,96,1,1,1,111
13794,547,1,126.03,1,1,1,111
13795,389,4,836.3,1,3,2,132
13796,500,1,289.7,1,1,1,111
13797,437,3,1179.45,1,2,3,123
13798,2,110,75836.8700000001,4,4,4,444
13799,117,9,2803.57,2,4,4,244
13800,310,3,1679.56,2,2,3,223
13801,67,1,324.8,3,1,1,311
13802,139,19,26259.11,2,4,4,244
13803,256,3,1338.91,2,2,3,223
13804,31,9,3208.52,3,4,4,344
13805,53,2,924.6,3,2,3,323
13806,64,1,256.38,3,1,1,311
13807,368,3,534.8,2,2,2,222
13808,6,5,1747.66,4,3,3,433
13809,306,3,679.7,2,2,2,222
13810,29,3,1499.01,3,2,3,323
13811,184,3,814.5,2,2,2,222
13812,43,3,539,3,2,2,322
13813,40,8,2765.47,3,4,4,344
13814,93,3,2257.32,3,2,3,323
13815,23,8,7475.74,4,4,4,444
13816,24,2,571.67,4,2,2,422
13817,30,2,382.98,3,2,2,322
13818,430,1,61.28,1,1,1,111
13819,302,6,2642.35,2,3,4,234
13820,419,3,660.65,1,2,2,122
13821,145,6,1410.73,2,3,3,233
13822,6,2,632,4,2,2,422
13823,19,7,3403.45,4,3,4,434
13824,33,12,3314.76,3,4,4,344
13825,622,2,255.59,1,2,1,121
13826,177,1,189.5,2,1,1,211
13827,58,3,412.05,3,2,2,322
13828,23,1,209.49,4,1,1,411
13829,422,1,102,1,1,1,111
13830,582,1,156.85,1,1,1,111
13831,17,18,7023.58,4,4,4,444
13832,20,2,613.69,4,2,2,422
13833,160,2,701.36,2,2,2,222
13834,577,2,324.19,1,2,1,121
13835,26,7,1095.27,3,3,3,333
13836,400,2,620.37,1,2,2,122
13837,212,2,271.24,2,2,1,221
13838,6,10,1966.09000000001,4,4,3,443
13839,487,1,139.95,1,1,1,111
13840,417,1,651.4,1,1,2,112
13841,253,1,85,2,1,1,211
13842,59,18,5629.91,3,4,4,344
13843,382,1,319.75,1,1,1,111
13844,12,1,361.62,4,1,2,412
13845,65,1,312.98,3,1,1,311
13846,25,4,1307.79,4,3,3,433
13847,720,1,310.72,1,1,1,111
13848,93,8,3335,3,4,4,344
13849,52,5,3469.3,3,3,4,334
13850,130,1,1595.48,2,1,3,213
13851,96,8,4606.46,2,4,4,244
13852,611,1,187.35,1,1,1,111
13853,58,1,1090.14,3,1,3,313
13854,9,39,12253.96,4,4,4,444
13855,501,4,1310.34,1,3,3,133
13856,169,11,1142.03,2,4,3,243
13857,394,6,1001.01,1,3,3,133
13858,58,1,216.17,3,1,1,311
13859,327,2,515.86,2,2,2,222
13860,2,5,1245.9,4,3,3,433
13861,430,2,273.26,1,2,1,121
13862,19,9,2556.09,4,4,4,444
13863,248,4,1239.55,2,3,3,233
13864,387,1,662.4,1,1,2,112
13865,59,4,501.56,3,3,2,332
13866,75,1,145.67,3,1,1,311
13867,32,3,1015.29,3,2,3,323
13868,8,2,3192.54,4,2,4,424
13869,124,10,8111.56999999999,2,4,4,244
13870,3,15,5712.08,4,4,4,444
13871,23,17,7885.85,4,4,4,444
13872,528,3,919.57,1,2,3,123
13873,120,8,1038.92,2,4,3,243
13874,359,7,2049.15,2,3,3,233
13875,54,14,4814.37,3,4,4,344
13876,64,1,122.7,3,1,1,311
13877,87,3,449.68,3,2,2,322
13878,55,4,2473.06,3,3,4,334
13879,646,1,395.5,1,1,2,112
13880,22,17,4391.66,4,4,4,444
13881,4,43,45179.1,4,4,4,444
13882,3,5,1191.13,4,3,3,433
13883,11,15,6560.02,4,4,4,444
13884,8,10,1888.48,4,4,3,443
13885,190,2,506.8,2,2,2,222
13886,72,1,243.56,3,1,1,311
13887,205,1,349.55,2,1,2,212
13888,120,7,2169.05,2,4,3,243
13889,93,6,1991.23,3,3,3,333
13890,2,14,2927.38,4,4,4,444
13891,379,3,863.56,2,2,2,222
13892,27,6,1267.65,3,3,3,333
13893,298,1,821.1,2,1,2,212
13894,24,3,564.62,4,2,2,422
13895,29,6,4008.52,3,3,4,334
13896,626,1,388.55,1,1,2,112
13897,51,3,1160.72,3,2,3,323
13898,326,2,686.4,2,2,2,222
13899,17,2,388.52,4,2,2,422
13900,184,6,1610.59,2,3,3,233
13901,73,15,5676.34,3,4,4,344
13902,633,5,34095.26,1,3,4,134
13903,401,1,165.45,1,1,1,111
13904,38,2,332.64,3,2,1,321
13905,733,1,312.65,1,1,1,111
13906,410,1,42,1,1,1,111
13907,692,1,136.8,1,1,1,111
13908,80,4,2369.55,3,3,4,334
13909,424,2,286.6,1,2,1,121
13911,58,20,4234.99,3,4,4,344
13912,424,1,124.95,1,1,1,111
13913,507,1,42.22,1,1,1,111
13914,12,2,626.45,4,2,2,422
13915,395,1,70.8,1,1,1,111
13916,464,4,1275.81,1,3,3,133
13917,50,2,272.04,3,2,1,321
13918,50,2,1212.84,3,2,3,323
13919,60,4,1360.68,3,3,3,333
13920,432,4,1774.68,1,3,3,133
13921,403,4,730.7,1,3,2,132
13922,352,3,865.2,2,2,2,222
13923,54,1,351.13,3,1,2,312
13924,2,6,1838.85,4,3,3,433
13925,93,4,678.25,3,3,2,332
13926,24,1,223.85,4,1,1,411
13927,75,2,708.26,3,2,2,322
13928,11,4,464.57,4,3,2,432
13929,170,11,3494.1,2,4,4,244
13930,58,2,337.34,3,2,1,321
13931,96,11,5257.38,3,4,4,344
13932,295,1,307.4,2,1,1,211
13933,110,2,608.79,2,2,2,222
13934,264,1,922.1,2,1,3,213
13935,597,3,6116.92,1,2,4,124
13936,180,3,939.66,2,2,3,223
13937,170,2,880.13,2,2,2,222
13938,36,1,71.66,3,1,1,311
13939,24,7,1560.96,4,4,3,443
13940,18,4,839.14,4,3,2,432
13941,22,15,11122.3,4,4,4,444
13942,535,1,320,1,1,1,111
13943,578,1,246.54,1,1,1,111
13944,654,1,200.43,1,1,1,111
13945,395,2,854.15,1,2,2,122
13946,80,6,1876.23,3,3,3,333
13947,66,1,90.6,3,1,1,311
13948,361,4,548.76,2,3,2,232
13949,3,6,2427.32,4,3,4,434
13950,12,4,745.06,4,3,2,432
13951,177,3,674.45,2,2,2,222
13952,218,14,12823.521,2,4,4,244
13953,8,12,6640.68,4,4,4,444
13954,2,2,439.92,4,2,2,422
13955,155,3,545.17,2,2,2,222
13956,6,5,1026.42,4,3,3,433
13957,418,3,458.25,1,2,2,122
13958,380,8,4709.23,2,4,4,244
13959,80,6,1076.18,3,3,3,333
13960,22,2,230.22,4,2,1,421
13961,393,1,538.4,1,1,2,112
13962,22,3,362.8,4,2,2,422
13963,309,17,3011.87,2,4,4,244
13964,388,2,438.9,1,2,2,122
13965,477,3,996.61,1,2,3,123
13966,436,1,390.86,1,1,2,112
13967,146,2,166.3,2,2,1,221
13968,424,1,123.66,1,1,1,111
13969,8,35,13365.87,4,4,4,444
13970,387,2,846.55,1,2,2,122
13971,19,14,4667.57,4,4,4,444
13972,71,2,190.25,3,2,1,321
13973,288,1,264.7,2,1,1,211
13974,50,2,677.72,3,2,2,322
13975,32,12,5358.84,3,4,4,344
13976,207,4,1192.36,2,3,3,233
13977,412,1,519.81,1,1,2,112
13978,15,2,196.79,4,2,1,421
13979,74,7,3416.23,3,4,4,344
13980,61,5,799.92,3,3,2,332
13981,416,1,331.14,1,1,1,111
13982,40,9,4445.59,3,4,4,344
13983,30,21,7108.45,3,4,4,344
13984,27,12,2048.6,3,4,3,343
13985,5,22,10020.86,4,4,4,444
13986,18,1,320.46,4,1,1,411
13987,380,2,682.54,2,2,2,222
13988,20,8,4757.8,4,4,4,444
13989,66,5,2026.06,3,3,3,333
13990,214,1,311.3,2,1,1,211
13991,13,6,855.97,4,3,2,432
13992,31,3,219.5,3,2,1,321
13993,43,19,6775.71,3,4,4,344
13994,4,6,2313.14,4,3,4,434
13995,16,14,3902.01,4,4,4,444
13996,387,2,895.76,1,2,2,122
13997,520,3,382.31,1,2,2,122
13998,447,3,566.7,1,2,2,122
13999,11,29,9502.25999999999,4,4,4,444
14000,212,5,2046.34,2,3,3,233
14001,46,9,4530.09,3,4,4,344
14002,135,2,529.73,2,2,2,222
14003,733,1,209.41,1,1,1,111
14004,44,11,6258.45,3,4,4,344
14005,10,5,2874.72,4,3,4,434
14006,116,7,2196.67,2,4,3,243
14007,513,1,79.48,1,1,1,111
14008,433,1,509.04,1,1,2,112
14009,199,3,1099.91,2,2,3,223
14010,566,2,445.15,1,2,2,122
14011,481,2,457.82,1,2,2,122
14012,278,1,328.8,2,1,1,211
14013,111,5,1084.57,2,3,3,233
14014,78,3,1948.21,3,2,3,323
14015,53,1,917.34,3,1,3,313
14016,162,11,11403.41,2,4,4,244
14017,572,1,229.75,1,1,1,111
14018,646,1,367.15,1,1,2,112
14019,47,3,1421.61,3,2,3,323
14020,17,4,1249.01,4,3,3,433
14021,156,7,1716.58,2,4,3,243
14022,226,2,792.15,2,2,2,222
14023,8,2,584.07,4,2,2,422
14024,122,3,645.74,2,2,2,222
14025,465,8,4057.9,1,4,4,144
14026,471,2,713.11,1,2,2,122
14027,61,1,104.82,3,1,1,311
14028,551,3,10396.5,1,2,4,124
14029,64,2,467.66,3,2,2,322
14030,19,20,8262.28999999998,4,4,4,444
14031,8,44,40999.17,4,4,4,444
14032,3,16,4850.27,4,4,4,444
14033,556,1,109.44,1,1,1,111
14034,23,3,651.82,4,2,2,422
14035,29,9,2856.72,3,4,4,344
14036,285,1,626.65,2,1,2,212
14037,177,6,836.95,2,3,2,232
14038,79,5,3069.88,3,3,4,334
14039,34,2,267.28,3,2,1,321
14040,41,35,12645.57,3,4,4,344
14041,267,1,141.41,2,1,1,211
14042,726,1,431.98,1,1,2,112
14043,492,2,304.25,1,2,1,121
14044,27,10,3123.1,3,4,4,344
14045,110,16,11313.03,2,4,4,244
14046,285,1,154.99,2,1,1,211
14047,9,14,4255.03,4,4,4,444
14048,306,3,748.69,2,2,2,222
14049,17,13,13239.03,4,4,4,444
14050,32,2,746.36,3,2,2,322
14051,1,37,22434,4,4,4,444
14052,20,2,480.81,4,2,2,422
14053,125,4,572.3,2,3,2,232
14054,66,1,92.46,3,1,1,311
14055,107,3,1520.96,2,2,3,223
14056,2,23,8214.64999999998,4,4,4,444
14057,24,22,8408.84,4,4,4,444
14058,463,2,469.19,1,2,2,122
14059,267,1,183.6,2,1,1,211
14060,5,30,9519.08000000001,4,4,4,444
14061,508,3,917.43,1,2,3,123
14062,10,24,25604.2,4,4,4,444
14063,439,9,22710.2,1,4,4,144
14064,30,15,3332.42,3,4,4,344
14065,390,3,891.02,1,2,2,122
14066,267,1,152.55,2,1,1,211
14067,64,2,374.7,3,2,2,322
14068,321,4,1528.37,2,3,3,233
14069,515,2,230.06,1,2,1,121
14070,685,1,326.55,1,1,1,111
14071,4,8,1438.82,4,4,3,443
14072,667,1,390.85,1,1,2,112
14073,33,1,151.04,3,1,1,311
14074,624,1,219.4,1,1,1,111
14075,5,6,1734.87,4,3,3,433
14076,130,1,122.47,2,1,1,211
14077,41,6,615.08,3,3,2,332
14078,102,9,1692.63,2,4,3,243
14079,125,2,618.73,2,2,2,222
14080,33,5,1115.68,3,3,3,333
14081,303,10,5370.09999999997,2,4,4,244
14082,365,2,413.36,2,2,2,222
14083,5,11,1407.26,4,4,3,443
14084,513,1,150.5,1,1,1,111
14085,3,33,10104.97,4,4,4,444
14086,463,1,39.95,1,1,1,111
14087,3,3,846.219999999999,4,2,2,422
14088,11,16,64036.8,4,4,4,444
14089,57,1,161,3,1,1,311
14090,325,1,76.32,2,1,1,211
14091,655,2,9530.08,1,2,4,124
14092,8,24,7229.44999999999,4,4,4,444
14093,13,1,442.85,4,1,2,412
14094,440,1,335.22,1,1,1,111
14095,723,1,2.95,1,1,1,111
14096,5,17,65164.7899999997,4,4,4,444
14097,482,2,422.86,1,2,2,122
14098,37,1,147.35,3,1,1,311
14099,17,20,5765.71,4,4,4,444
14100,138,1,194.9,2,1,1,211
14101,74,13,9961.93,3,4,4,344
14102,6,5,1360.28,4,3,3,433
14103,666,1,0,1,1,1,111
14104,155,5,771.58,2,3,2,232
14105,240,5,5988.83,2,3,4,234
14106,738,1,214.8,1,1,1,111
14107,52,11,4877.3,3,4,4,344
14108,31,4,1044.96,3,3,3,333
14109,73,1,144.2,3,1,1,311
14110,4,33,12987.95,4,4,4,444
14111,15,4,692.85,4,3,2,432
14112,23,13,5834.59,4,4,4,444
14113,4,16,7092.61,4,4,4,444
14114,274,7,1364.09,2,4,3,243
14115,502,2,622.67,1,2,2,122
14116,20,5,1382.74,4,3,3,433
14117,144,1,90,2,1,1,211
14118,429,1,458.45,1,1,2,112
14119,376,2,183.37,2,2,1,221
14121,4,4,2780.15,4,3,4,434
14122,407,3,362.42,1,2,2,122
14123,734,1,436.18,1,1,2,112
14124,85,1,419.58,3,1,2,312
14125,11,3,2740.43,4,2,4,424
14126,8,4,1172.46,4,3,3,433
14127,123,6,1900.08,2,3,3,233
14128,61,3,924.21,3,2,3,323
14129,2,9,2591.34,4,4,4,444
14130,320,4,1882.67,2,3,3,233
14131,649,1,187.87,1,1,1,111
14132,3,11,3586.03,4,4,4,444
14133,130,4,911.14,2,3,3,233
14134,383,15,11123.35,1,4,4,144
14135,2,24,9643.92,4,4,4,444
14136,401,5,1570.81,1,3,3,133
14137,696,1,332.7,1,1,1,111
14138,2,2,982.38,4,2,3,423
14139,47,4,1086.8,3,3,3,333
14140,4,2,935.05,4,2,3,423
14141,3,4,915.13,4,3,3,433
14142,374,2,983.15,2,2,3,223
14143,134,1,115.8,2,1,1,211
14144,487,1,30.6,1,1,1,111
14145,47,7,7600.05,3,4,4,344
14146,9,12,9450.29999999999,4,4,4,444
14147,79,9,2590.2,3,4,4,344
14148,234,2,466.29,2,2,2,222
14149,221,1,446.62,2,1,2,212
14150,36,2,658.64,3,2,2,322
14151,674,2,679.45,1,2,2,122
14152,76,7,1997.34,3,4,3,343
14153,484,1,233.4,1,1,1,111
14154,240,8,6460.69999999999,2,4,4,244
14155,267,1,118.75,2,1,1,211
14156,10,156,313946.37,4,4,4,444
14157,20,5,1002.78,4,3,3,433
14158,41,1,507.66,3,1,2,312
14159,20,20,7938.01,4,4,4,444
14160,611,7,8421.47,1,4,4,144
14161,216,7,3318.88,2,4,4,244
14162,174,2,289.36,2,2,1,221
14163,88,5,2594.62,3,3,4,334
14164,71,2,1631.77,3,2,3,323
14165,276,1,122.54,2,1,1,211
14166,506,2,256.85,1,2,1,121
14167,40,8,1296.49,3,4,3,343
14168,421,2,370.45,1,2,2,122
14169,431,2,624.43,1,2,2,122
14170,376,3,597.33,2,2,2,222
14171,99,2,498.79,2,2,2,222
14172,606,3,402.72,1,2,2,122
14173,11,6,586,4,3,2,432
14174,34,1,134.46,3,1,1,311
14175,60,8,7678.88,3,4,4,344
14176,298,5,916.01,2,3,3,233
14177,87,13,2229.34,3,4,3,343
14178,9,7,1620.93,4,4,3,443
14179,41,2,719.78,3,2,2,322
14180,11,33,6319.24999999999,4,4,4,444
14181,411,2,310.55,1,2,1,121
14182,444,4,678.77,1,3,2,132
14183,412,2,286.29,1,2,1,121
14184,67,1,452.89,3,1,2,312
14185,332,1,197.65,2,1,1,211
14186,428,5,1550.63,1,3,3,133
14187,474,1,123.5,1,1,1,111
14188,31,6,2054.36,3,3,3,333
14189,3,16,5814.39,4,4,4,444
14190,667,1,79.9,1,1,1,111
14191,2,15,4817.66,4,4,4,444
14192,389,1,293.74,1,1,1,111
14193,68,3,1210.19,3,2,3,323
14194,5,36,18670.5899999999,4,4,4,444
14195,202,6,2615.6,2,3,4,234
14196,107,1,335.52,2,1,1,211
14197,411,1,390.05,1,1,2,112
14198,19,9,1569.73,4,4,3,443
14199,219,4,1091.7,2,3,3,233
14200,618,1,379.2,1,1,2,112
14201,61,10,1193.54,3,4,3,343
14202,382,3,847.76,1,2,2,122
14203,398,1,339.34,1,1,1,111
14204,3,4,1062.96,4,3,3,433
14205,17,9,2414.2,4,4,4,444
14206,240,3,1185.01,2,2,3,223
14207,688,1,157.8,1,1,1,111
14208,95,2,567.05,3,2,2,322
14209,11,15,4993.27,4,4,4,444
14210,106,16,5861.51999999999,2,4,4,244
14211,54,18,4402.29,3,4,4,344
14212,90,2,2190.14,3,2,3,323
14213,405,1,1192.2,1,1,3,113
14214,31,5,1004.38,3,3,3,333
14215,12,9,3416.33,4,4,4,444
14216,4,5,2150.04,4,3,3,433
14217,2,23,3416.89,4,4,4,444
14218,43,1,169.48,3,1,1,311
14219,5,3,633.83,4,2,2,422
14220,248,4,1515,2,3,3,233
14221,43,17,6517.48999999999,3,4,4,344
14222,178,1,683.17,2,1,2,212
14223,93,3,991.13,3,2,3,323
14224,111,9,1897.9,2,4,3,243
14225,435,4,2037.02,1,3,3,133
14226,29,6,3002.53,3,3,4,334
14227,27,15,6368.71,3,4,4,344
14228,438,3,745.5,1,2,2,122
14229,52,7,2594.04,3,4,4,344
14230,436,3,979.8,1,2,3,123
14231,184,4,1235.62,2,3,3,233
14232,43,5,2048.07,3,3,3,333
14233,50,7,2904.27,3,4,4,344
14234,23,4,775.46,4,3,2,432
14235,76,9,4717.99,3,4,4,344
14236,81,5,1744.64,3,3,3,333
14237,374,2,632.14,2,2,2,222
14238,327,3,434.23,2,2,2,222
14239,44,21,4263.17,3,4,4,344
14240,31,3,1247.49,3,2,3,323
14241,184,2,333.7,2,2,1,221
14242,235,2,280.55,2,2,1,221
14243,9,17,7431.05,4,4,4,444
14244,661,1,366.42,1,1,2,112
14245,220,2,1693.45,2,2,3,223
14246,111,3,1474.06,2,2,3,223
14247,279,5,772.66,2,3,2,232
14248,319,3,1032.95,2,2,3,223
14249,411,12,5625.461,1,4,4,144
14250,8,3,1904.05,4,2,3,423
14251,2,5,2879.7,4,3,4,434
14252,382,1,350.99,1,1,2,112
14253,494,2,363.4,1,2,2,122
14254,433,1,601.03,1,1,2,112
14255,547,1,1000.63,1,1,3,113
14256,261,5,2473.99,2,3,4,234
14257,65,9,5954.45,3,4,4,344
14258,10,25,32051.34,4,4,4,444
14259,142,1,120,2,1,1,211
14260,472,3,824.28,1,2,2,122
14261,51,2,1163.45,3,2,3,323
14262,9,8,2618.23,4,4,4,444
14263,424,1,322.93,1,1,1,111
14264,155,6,1517.36,2,3,3,233
14265,110,4,1373.35,2,3,3,233
14266,429,1,40.56,1,1,1,111
14267,163,3,1516.24,2,2,3,223
14268,471,1,354.85,1,1,2,112
14269,440,1,295.73,1,1,1,111
14270,332,1,492.65,2,1,2,212
14271,226,2,219.13,2,2,1,221
14272,74,4,920.81,3,3,3,333
14273,52,4,559.97,3,3,2,332
14274,687,1,256.6,1,1,1,111
14275,396,6,1189.38,1,3,3,133
14276,99,7,2102.68,2,4,3,243
14277,16,9,17225.81,4,4,4,444
14278,410,1,205.83,1,1,1,111
14279,521,2,191.86,1,2,1,121
14280,197,1,134.04,2,1,1,211
14281,409,1,245.15,1,1,1,111
14282,4,25,7849.66000000001,4,4,4,444
14283,464,4,628.44,1,3,2,132
14284,31,3,1299.65,3,2,3,323
14285,22,8,3284.42,4,4,4,444
14286,24,7,8479.76,4,4,4,444
14287,9,3,176.63,4,2,1,421
14288,214,1,426.6,2,1,2,212
14289,9,6,911.26,4,3,3,433
14290,12,8,4516.56,4,4,4,444
14291,2,23,7904.1,4,4,4,444
14292,8,16,9226.24999999999,4,4,4,444
14293,4,9,3267.93,4,4,4,444
14294,408,1,375.34,1,1,2,112
14295,41,5,2362.91,3,3,4,334
14296,422,2,456.4,1,2,2,122
14297,18,4,1305.33,4,3,3,433
14298,9,82,91194.4900000008,4,4,4,444
14299,9,27,14499.49,4,4,4,444
14300,19,1,43.2,4,1,1,411
14301,118,4,1992.18,2,3,3,233
14302,431,3,742.9,1,2,2,122
14303,408,2,277.94,1,2,1,121
14304,223,3,1725.01,2,2,3,223
14305,72,3,1858.96,3,2,3,323
14306,52,6,3151.4,3,3,4,334
14307,89,10,5071.03,3,4,4,344
14308,550,2,1147.02,1,2,3,123
14309,9,11,3780.81,4,4,4,444
14310,433,1,492.1,1,1,2,112
14311,243,2,516.45,2,2,2,222
14312,47,11,3090.29,3,4,4,344
14314,107,2,229.8,2,2,1,221
14315,45,8,3197.82,3,4,4,344
14316,423,5,1370.34,1,3,3,133
14317,65,1,508.58,3,1,2,312
14318,461,1,158.02,1,1,1,111
14319,425,1,494.85,1,1,2,112
14320,207,5,1346.75,2,3,3,233
14321,11,7,2218.06,4,4,3,443
14322,430,4,474.1,1,3,2,132
14323,115,2,605.06,2,2,2,222
14324,410,2,701.61,1,2,2,122
14325,570,1,245.48,1,1,1,111
14326,243,3,940.98,2,2,3,223
14327,164,6,1894.93,2,3,3,233
14328,439,1,445.05,1,1,2,112
14329,18,15,9927.21999999999,4,4,4,444
14330,624,1,200.63,1,1,1,111
14331,125,2,462.66,2,2,2,222
14332,23,5,1943.51,4,3,3,433
14333,68,1,415.2,3,1,2,312
14334,17,12,4318.48,4,4,4,444
14335,17,2,468.26,4,2,2,422
14336,17,4,1614.91,4,3,3,433
14338,162,3,928.1,2,2,3,223
14339,243,2,620.27,2,2,2,222
14340,219,1,134.7,2,1,1,211
14341,46,18,4467.32,3,4,4,344
14342,22,6,918.44,4,3,3,433
14343,422,4,1088.91,1,3,3,133
14344,128,20,3333.7,2,4,4,244
14345,39,1,108.98,3,1,1,311
14346,121,5,2315.75,2,3,4,234
14347,737,1,82.6,1,1,1,111
14348,261,1,409.57,2,1,2,212
14349,11,1,133.5,4,1,1,411
14350,275,3,972.03,2,2,3,223
14351,165,1,51,2,1,1,211
14352,158,4,1078.96,2,3,3,233
14353,216,3,376.5,2,2,2,222
14354,6,2,163.62,4,2,1,421
14355,366,3,1014.45,2,2,3,223
14356,80,2,701.23,3,2,2,322
14357,44,1,225.77,3,1,1,311
14358,390,2,400.06,1,2,2,122
14359,20,3,912.18,4,2,3,423
14360,32,4,2128.23,3,3,3,333
14361,579,1,214.71,1,1,1,111
14362,23,1,161.2,4,1,1,411
14363,403,2,227.47,1,2,1,121
14364,109,8,3717.35,2,4,4,244
14365,395,2,634.68,1,2,2,122
14366,526,1,136,1,1,1,111
14367,9,16,9261.52000000001,4,4,4,444
14368,320,1,155,2,1,1,211
14369,643,2,469.13,1,2,2,122
14370,451,6,1175.78,1,3,3,133
14371,296,1,100.5,2,1,1,211
14372,444,2,860.08,1,2,2,122
14373,359,1,76.55,2,1,1,211
14374,542,1,108,1,1,1,111
14375,186,3,1132.99,2,2,3,223
14376,684,1,215.46,1,1,1,111
14377,192,2,617.05,2,2,2,222
14378,622,1,131.25,1,1,1,111
14379,45,4,1268.91,3,3,3,333
14380,683,1,48.96,1,1,1,111
14381,53,2,631.34,3,2,2,322
14382,27,2,1246.8,3,2,3,323
14383,39,3,1247.69,3,2,3,323
14384,501,1,58.5,1,1,1,111
14385,10,3,202.11,4,2,1,421
14386,297,1,142.4,2,1,1,211
14387,33,3,1770.56,3,2,3,323
14388,11,16,6701.00000000001,4,4,4,444
14389,66,5,1898.01,3,3,3,333
14390,11,13,6399.83,4,4,4,444
14391,577,1,135.6,1,1,1,111
14392,433,1,266.4,1,1,1,111
14393,219,1,67.95,2,1,1,211
14394,565,1,93.8,1,1,1,111
14395,3,20,8208.01,4,4,4,444
14396,66,7,2121.93,3,4,3,343
14397,3,19,2612.96,4,4,4,444
14398,402,2,707.79,1,2,2,122
14399,395,8,2113.16,1,4,3,143
14400,150,3,1732.47,2,2,3,223
14401,5,22,6795.89999999999,4,4,4,444
14402,653,1,285.6,1,1,1,111
14403,131,6,1880.51,2,3,3,233
14404,34,13,2899.11,3,4,4,344
14405,387,1,195,1,1,1,111
14406,120,1,156.75,2,1,1,211
14407,108,6,2157.73,2,3,3,233
14408,11,11,4109.77,4,4,4,444
14409,72,9,3756.09,3,4,4,344
14410,93,11,2651.14,3,4,4,344
14411,311,1,1063,2,1,3,213
14412,43,3,1426.19,3,2,3,323
14413,363,4,770.370000000001,2,3,2,232
14414,92,8,2399.33,3,4,4,344
14415,2,23,12091.5999999999,4,4,4,444
14416,23,2,490.22,4,2,2,422
14417,388,1,604.2,1,1,2,112
14418,4,3,1937.25,4,2,3,423
14419,11,7,1260.91,4,4,3,443
14420,100,4,1639.17,2,3,3,233
14421,58,6,2469.37,3,3,4,334
14422,1,19,10271.52,4,4,4,444
14423,219,3,916.61,2,2,3,223
14424,18,1,322.08,4,1,1,411
14425,435,3,661.39,1,2,2,122
14426,24,17,11727.94,4,4,4,444
14427,51,4,1263.52,3,3,3,333
14428,8,5,1244.83,4,3,3,433
14429,404,1,516.28,1,1,2,112
14430,512,3,1220.9,1,2,3,123
14431,303,4,2614.2,2,3,4,234
14432,10,6,2255.51,4,3,3,433
14433,466,1,289.6,1,1,1,111
14434,22,6,1372.8,4,3,3,433
14435,502,1,90.42,1,1,1,111
14436,99,2,271.7,2,2,1,221
14437,366,5,958.84,2,3,3,233
14438,307,1,131.9,2,1,1,211
14439,320,5,9443.04,2,3,4,234
14440,9,13,6638.73,4,4,4,444
14441,1,11,4611.69,4,4,4,444
14442,205,7,5367.02,2,4,4,244
14443,54,5,2386.47,3,3,4,334
14444,457,1,132.04,1,1,1,111
14445,456,1,221.65,1,1,1,111
14446,1,5,1241.31,4,3,3,433
14447,19,6,1711.73,4,3,3,433
14448,10,2,375.35,4,2,2,422
14449,19,8,2482.8,4,4,4,444
14450,181,7,1128.44,2,4,3,243
14451,61,12,3308.77,3,4,4,344
14452,11,4,665.59,4,3,2,432
14453,191,1,119.93,2,1,1,211
14454,377,5,977.3,2,3,3,233
14455,433,4,628.21,1,3,2,132
14456,6,9,3062.4,4,4,4,444
14457,311,1,113.64,2,1,1,211
14458,381,1,237.42,1,1,1,111
14459,156,2,5375.741,2,2,4,224
14460,111,9,1093.5,2,4,3,243
14461,149,13,6713.5,2,4,4,244
14462,67,12,2270.01,3,4,3,343
14463,99,4,786.57,2,3,2,232
14464,569,2,111,1,2,1,121
14465,247,11,3946.03,2,4,4,244
14466,30,13,4646.9,3,4,4,344
14467,18,12,2220.99,4,4,3,443
14468,734,1,204.24,1,1,1,111
14469,417,4,2112.21,1,3,3,133
14470,12,3,712.04,4,2,2,422
14471,592,2,400.95,1,2,2,122
14472,104,9,2228.22,2,4,3,243
14473,75,2,234.34,3,2,1,321
14474,47,2,1278.08,3,2,3,323
14475,72,4,1151.15,3,3,3,333
14476,258,1,215.7,2,1,1,211
14477,20,7,1969.6,4,4,3,443
14478,383,4,1276.66,1,3,3,133
14479,254,4,1299.11,2,3,3,233
14480,12,4,1299.52,4,3,3,433
14481,165,5,2311.49,2,3,4,234
14482,19,12,4357.91,4,4,4,444
14483,282,2,257.1,2,2,1,221
14484,51,4,1070.98,3,3,3,333
14485,39,1,165.75,3,1,1,311
14486,512,2,175.5,1,2,1,121
14487,27,7,1453.61,3,4,3,343
14488,68,1,1064.28,3,1,3,313
14489,208,4,1574.93,2,3,3,233
14490,407,2,1273.47,1,2,3,123
14491,176,2,468.13,2,2,2,222
14492,431,7,1921.91,1,4,3,143
14493,8,10,5130.15,4,4,4,444
14494,26,3,401.46,3,2,2,322
14495,51,3,174.8,3,2,1,321
14496,312,7,2668.23,2,4,4,244
14497,310,2,697.06,2,2,2,222
14498,43,10,3911.27,3,4,4,344
14499,27,7,2138.97,3,4,3,343
14500,89,3,356.85,3,2,2,322
14501,184,2,251.21,2,2,1,221
14502,20,11,2470.67,4,4,4,444
14503,4,6,3543.26,4,3,4,434
14504,48,4,673.26,3,3,2,332
